who was the SS_PERSON who played SS_GROUP in 300 ?	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No
what is the SS_COGNITION SS_GROUP called ?	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
what is the 4 SS_COMMUNICATION first SS_COMMUNICATION of the comedian last name SS_GROUP ?	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
What SS_ATTRIBUTE is SS_PERSON Pacino ?	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
The SS_PERSON that cuts an angle in SS_COGNITION is called the what of an angle ?	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
Help 10 SS_COMMUNICATION ! ! A geologic SS_COGNITION of divergent SS_FOOD boundaries in oceanic crust is the SS_COGNITION of ?	No	No	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No
can anyone tell me what SS_GROUP stands for ?	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
what is the SS_COMMUNICATION of the evil SS_COGNITION in the never ending SS_COMMUNICATION that looks like a SS_ANIMAL ?	No	Yes	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
SS_PERSON does SS_PERSON stand for ?	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
who discovered the Earth revolves around the SS_LOCATION ?	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No
what SS_COGNITION of desalting seawater requires the SS_ACT of SS_ARTIFACT ?	Yes	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
What SS_COGNITION of American SS_PERSON is this ?	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
SS_GROUP been on sick for four SS_TIME and my recent SS_POSSESSION SS_EVENT SS_GROUP SS_GROUP , what is this ?	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	Yes
Who wrote the book `` SS_PERSON Naturae '' ?	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
What SS_COGNITION video is this from ?	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
who wrote the SS_COMMUNICATION titled Lately that SS_GROUP Wonder SS_ATTRIBUTE ?	No	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
What SS_TIME of time did the `` red SS_BODY '' appear in SS_LOCATION ?	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
1990s SS_EVENT SS_COMMUNICATION ?	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No
hey what is SS_POSSESSION 's real SS_COMMUNICATION she came in jonas the first SS_ARTIFACT ?	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No
Who and when originally did Walking In SS_LOCATION ?	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No
anime SS_PERSON SS_COMMUNICATION ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
SS_GROUP Style Screwdriver ?	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
What is it called ?	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
Which SS_COGNITION is caused by inhaling a SS_ANIMAL ?	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
what is meaning in SS_PERSON for SS_FOOD ?	No	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No
what SS_LOCATION in South Korean SS_GROUP is surrounded by a SS_GROUP : SS_GROUP , SS_LOCATION . SS_PERSON or SS_LOCATION ?	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	No	No	No	No
What is SS_GROUP 's SS_PERSON 's SS_COMMUNICATION ?	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No
Whats the tallest SS_ARTIFACT in SS_LOCATION ?	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No
whats SS_PERSON from newport SS_LOCATION 's SS_ARTIFACT name ?	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No
What is that thing called that SS_SUBSTANCE SS_ARTIFACT ?	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No
What are domains that SS_LOCATION in '' SS_ARTIFACT '' ?	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No
SS_GROUP anyone knows the last name of SS_PERSON from SS_PERSON wants a SS_PERSON ?	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No
how many SS_COGNITION does a SS_COGNITION segment have ?	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
Which of the three SS_PERSON had a SS_ARTIFACT cut ?	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
What was the SS_COMMUNICATION of `` SS_PERSON Who 's '' SS_ANIMAL ?	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
When did traditional SS_STATE start ?	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No
wats the SS_PERSON wen u SS_COGNITION out ur SS_BODY ?	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
What is a SS_COMMUNICATION that means `` SS_PERSON '' or `` Self Teacher '' ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
What SS_ATTRIBUTE are you legally considered an SS_PERSON in SS_LOCATION ?	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No
the SS_FOOD that not even the SS_PERSON or SS_ARTIFACT was above the law . ?	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No
who is the current SS_PERSON of SS_FOOD in SS_LOCATION ?	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	No
what is full SS_COGNITION of SS_COGNITION ?	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
[ SS_GROUP ] What SS_COMMUNICATION did the SS_FOOD end ?	No	No	No	No	No	No	Yes	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No
What 's a SS_COMMUNICATION that describes a typical sexual SS_PERSON SS_COMMUNICATION ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
SS_COMMUNICATION of SS_COGNITION , The only thing that is real is one 's SS_COGNITION ?	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
when is mlk 's REAL SS_TIME ?	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes
SS_PERSON is what SS_COMMUNICATION of the SS_GROUP alphabet ?	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No
( 1st , 2nd , 3rd , etc.. ) ?	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
What was the SS_COMMUNICATION of the SS_COGNITION SS_COMMUNICATION about SS_COGNITION tale SS_PERSON living in modern SS_TIME ?	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes
What does SS_COMMUNICATION stand for ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
What would a molecule that 's 17 SS_ARTIFACT long be called ?	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
What are those text SS_COMMUNICATION called ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
the SS_ACT equation for SS_COGNITION takes SS_ARTIFACT in what cellular SS_BODY ?	Yes	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
On what SS_COMMUNICATION was the SS_GROUP Isley SS_COMMUNICATION `` Contagious '' ?	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
SS_COMMUNICATION is based on universal SS_COMMUNICATION units called ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
Which SS_GROUP Emperor welcomed the Spanish ?	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
Which SS_PERSON SS_FOOD on the British SS_LOCATION during the French and Indian SS_ACT ?	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	No
Who was the SS_PERSON who played SS_TIME on the last SS_COGNITION of `` My SS_COMMUNICATION Is SS_PERSON '' ?	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes
What is the SS_ACT of SS_ARTIFACT language calked ?	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
What is the extended SS_COMMUNICATION of SS_BODY SS_PERSON , my SS_PERSON ?	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
On SS_PERSON 1942 what was admiral SS_GROUP SS_ARTIFACT ship SS_COMMUNICATION ?	No	No	Yes	No	No	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No
What is SS_COMMUNICATION potassium ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
what is a SS_COGNITION of SS_SUBSTANCE called ?	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No
what SS_GROUP is separated from the united SS_LOCATION by SS_LOCATION ?	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No
where did snowboarding SS_COMMUNICATION ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
What is SS_PERSON 's SS_ANIMAL SS_COMMUNICATION in SS_LOCATION Bones ?	No	Yes	No	No	No	No	Yes	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No
what SS_COGNITION is the SS_COGNITION for no more animal SS_ACT ?	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
What is the SS_GROUP SS_COGNITION ?	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
what 's the SS_COMMUNICATION of a classic walt SS_GROUP cartoon ... .. ?	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
what SS_GROUP does bartholomew SS_PERSON live in ?	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No
( in SS_PERSON seuss SS_ARTIFACT ?	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
SS_PERSON of these SS_COMMUNICATION has the largest SS_ATTRIBUTE ?	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
Who produced the SS_COMMUNICATION SS_COMMUNICATION Mary by 2pac ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
What is the longest SS_BODY in the SS_BODY ?	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
does anyone know what the SS_COMMUNICATION of the SS_PERSON SS_STATE in the SS_COMMUNICATION 300 is ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	No	No
how in the world do you spell egsma . ?	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
What SS_EVENT was extablished by old Anti-Federalist and SS_TIME ?	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes
The founder of this multinational SS_GROUP was forced to flee the SS_ARTIFACT in SS_LOCATION and on his SS_COGNITION to the ?	No	No	Yes	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No
SS_COMMUNICATION was the written SS_COGNITION of who ?	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
Who invented the SS_SUBSTANCE green SS_ARTIFACT SS_COGNITION for staining SS_FOOD acids ?	No	No	Yes	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No
The SS_COGNITION of a metal that means it can be drawn into thin SS_ARTIFACT is called.. ?	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
SS_PERSON officials wear a SS_ARTIFACT on their SS_ARTIFACT . What does the SS_COMMUNICATION 'H ' SS_COGNITION for ?	No	No	Yes	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
what was SS_PERSON SS_PERSON ingles first song ?	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
Can anyone remember the SS_PERSON SS_QUANTITY game that you had to buy the 200.00 or 300.00 SS_POSSESSION SS_COGNITION to play it ?	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	Yes	No	Yes	No	No	No	No
what is the SS_ATTRIBUTE of SS_ARTIFACT ?	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
WHO SINGS MY MY MY LYRICS ?	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
what was nirvana 's `` rape me '' on the SS_COMMUNICATION with the SS_PERSON ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
What SS_TIME was the half-blood SS_PERSON set in ?	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes
How many SS_COMMUNICATION are there in SS_LOCATION Academy Season 1 ?	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No
who was the SS_PERSON of the old SS_ARTIFACT SS_COMMUNICATION `` SS_COMMUNICATION of the forbidden SS_ARTIFACT '' ?	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
the really big black guy in the SS_LOCATION and SS_ACT ?	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No
what was the SS_COMMUNICATION of the sci fi SS_COMMUNICATION SS_COGNITION that featured a SS_PERSON who was a `` tecno-mage ?	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
What SS_GROUP was kicked out of the SS_EVENT ?	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
Who is the SS_PERSON that founded the SS_COMMUNICATION SS_GROUP Diem ?	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No
What is SS_PERSON , the SS_PERSON 's , real SS_COMMUNICATION ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
what SS_ATTRIBUTE connective tissue SS_LOCATION SS_GROUP muscles to SS_ARTIFACT ?	No	No	Yes	Yes	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No
What would you call a SS_PERSON who SS_ACT the SS_COGNITION of SS_PERSON ?	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
Identify the sub-Saharan African SS_COGNITION that prospered from 700 to 200 SS_GROUP . and is known for its terra-cotta ?	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
SS_FOOD that one SS_COMMUNICATION where that SS_PERSON makes a SS_POSSESSION to sleep with every SS_PERSON in the SS_LOCATION ?	No	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No
What is a fancy SS_COGNITION to say talking in ur SS_COGNITION ?	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
when will the new SS_COMMUNICATION of SS_PERSON start ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
Which SS_GROUP has the highest SS_ACT SS_POSSESSION ?	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No
What does `` SS_GROUP CRT '' SS_COGNITION for in SS_COGNITION to SS_COMMUNICATION ?	No	No	No	No	No	Yes	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
what roman governor of SS_COGNITION authorized the SS_ACT of SS_PERSON ?	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
What is SS_PERSON in the SS_COMMUNICATION SS_PERSON Of The SS_GROUP ?	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No
what is the full SS_COGNITION of SS_COGNITION ?	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
What is a SS_QUANTITY SS_ARTIFACT puzzle called ?	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No
Where was SS_GROUP Obama 's SS_PERSON born ?	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No
How many SS_PERSON are in one SS_TIME ?	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes
( SS_QUANTITY ) ?	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No
SS_PERSON are formed when two continental SS_FOOD collide ?	No	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No	No	No	No
What is a SS_PERSON who cant SS_COGNITION called ?	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
Who was SS_PERSON washing SS_ARTIFACT in SS_COMMUNICATION cool SS_BODY SS_GROUP ?	No	No	Yes	No	Yes	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No
what do you call a SS_PERSON who is male and female ?	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
who SS_PERSON said.. '' i think therefore i am '' ?	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
Which SS_COGNITION of molecule is found in the SS_ARTIFACT membrane ?	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
what is the SS_ACT of SS_PERSON organisms called ?	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
who retreated in the SS_SUBSTANCE war at SS_GROUP 's Ridge at SS_LOCATION ?	No	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	Yes	No
Where SS_GROUP Steve Smith Go To SS_GROUP ?	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
What is the SS_COMMUNICATION of a SS_PERSON who works in a SS_GROUP ?	No	No	No	No	No	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	No
( chem SS_COMMUNICATION SS_RELATION SS_ACT ! ) The correct SS_ACT formula for SS_SUBSTANCE ( II ) SS_COGNITION is ?	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	No
What is that SS_COGNITION symbol that looks like a SS_GROUP with 2 horizontal SS_COGNITION going through the SS_LOCATION of it ?	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No
What is this SS_COMMUNICATION called ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
Where is the SS_QUANTITY of the SS_GROUP River located ?	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No
What is that metal-door-gate thing called ?	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
SS_GROUP _________ is the SS_COGNITION of an SS_TIME to gain SS_COGNITION when forming SS_ARTIFACT ?	No	No	Yes	No	No	Yes	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes
When will the next SS_GROUP Golf Championship be held at SS_GROUP ?	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
What is the SS_COGNITION of SS_TIME ?	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes
what ancient greek SS_PERSON wrote the SS_PERSON SS_PERSON and SS_PERSON ?	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
is a SS_COGNITION glass reflected , refracted or scattered ?	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
What is the approximate SS_ATTRIBUTE in light SS_TIME from the SS_GROUP Spur to the SS_GROUP Arm ?	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Yes
The SS_ARTIFACT of the SS_LOCATION 's SS_LOCATION projected into the SS_LOCATION is the ... .. ?	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No
Sci-Fi SS_COMMUNICATION SS_COMMUNICATION ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
Which SS_PERSON Emperor crucified SS_GROUP Peter in the SS_TIME 65 A.D. ?	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	No	No	No	No	No	No	No	Yes
What was that 80 's SS_COMMUNICATION ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
See below . ?	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
Who wrote the SS_COMMUNICATION and SS_COGNITION for They 're coming to Take Me Away SS_COMMUNICATION ... .. ?	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
to the SS_ARTIFACT farm ?	No	No	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No
how many SS_GROUP does a SS_FOOD apple have ?	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No
what is breanna SS_PERSON SS_COMMUNICATION name ?	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No
Help branch of SS_FEELING for SS_GROUP ?	No	No	No	No	No	No	No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No
